"","ID","Sample.Plate","Species","Region","Site","CollectionDate","Season","Rain","Depth","Symbiodinium","Breviolum","Cladocopium","Durusdinium","dom","background","totalSym","use","count","X"
"134","urban_203","Sample 3_UrbanPopgen_Plate15_7-7-23_data.csv","Cnat","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1,0,0,0,1,"D","",1,"y",1,NA
"135","urban_204","Sample 4_UrbanPopgen_Plate15_7-7-23_data.csv","Cnat","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1,0,0,0,1,"D","",1,"y",1,NA
"136","urban_206","Sample 5_UrbanPopgen_Plate15_7-7-23_data.csv","Cnat","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1,0,0.035511855,0,0.964488145,"D","B",1,"y",1,NA
"137","urban_207","Sample 6_UrbanPopgen_Plate15_7-7-23_data.csv","Cnat","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1,0,0,0,1,"D","",1,"y",1,NA
"138","urban_208","Sample 7_UrbanPopgen_Plate15_7-7-23_data.csv","Cnat","Miami urban","MacArthur North","23-Jan","Winter","Dry",1.1,0,0,0,1,"D","",1,"y",1,NA
"139","urban_001","Sample 8_UrbanPopgen_Plate15_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,1,0,0,"B","",1,"y",1,NA
"140","urban_013","Sample 9_UrbanPopgen_Plate15_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.842947502,0,0.157052498,"B","",1,"y",1,NA
"141","urban_016","Sample 10_UrbanPopgen_Plate15_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.030351719,0,0.969648281,"D","B",1,"y",1,NA
"142","urban_017","Sample 11_UrbanPopgen_Plate15_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.948773667,2.92314e-05,0.051197101,"B","CD",1,"y",1,NA
"143","urban_024","Sample 12_UrbanPopgen_Plate15_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.817632987,0,0.182367013,"B","",1,"y",1,NA
"144","urban_025 rex","Sample 1_UrbanPopgen_Plate16_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.386307236,0,0.613692764,"D","",1,"y",1,NA
"145","urban_028","Sample 2_UrbanPopgen_Plate16_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.454449612,0,0.545550388,"D","",1,"y",1,NA
"146","urban_030","Sample 3_UrbanPopgen_Plate16_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.972109435,0,0.027890565,"B","D",1,"y",1,NA
"147","urban_041","Sample 4_UrbanPopgen_Plate16_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Jul","Summer","Wet",2.4,0,0.002095199,0,0.997904801,"D","B",1,"y",1,NA
"148","urban_130","Sample 5_UrbanPopgen_Plate16_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0,9.12261e-05,0.999908774,"D","C",1,"y",1,NA
"149","urban_136","Sample 6_UrbanPopgen_Plate16_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0.009577667,0,0.990422333,"D","B",1,"y",1,NA
"150","urban_137","Sample 7_UrbanPopgen_Plate16_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0,0,1,"D","",1,"y",1,NA
"151","urban_138","Sample 8_UrbanPopgen_Plate16_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0.002484798,0,0.997515202,"D","B",1,"y",1,NA
"152","urban_140","Sample 9_UrbanPopgen_Plate16_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0,0,1,"D","",1,"y",1,NA
"153","C1","Sample 10_UrbanPopgen_Plate16_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0.675199219,0,0.324800781,"B","",1,"y",1,NA
"154","C2","Sample 11_UrbanPopgen_Plate16_7-7-23_data.csv","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0.000708194,0,0.999291806,"D","B",1,"y",1,NA
"155","urban_143","Sample 1_UrbanPopgen_Plate17_7-10-23_data.csv","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0.25608054,0,0.74391946,"D","",1,"y",1,NA
"156","urban_146 rex","Sample 2_UrbanPopgen_Plate17_7-10-23_data.csv","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0.990873508,0,0.009126492,"B","D",1,"y",1,NA
"157","urban_149 rex","Sample 3_UrbanPopgen_Plate17_7-10-23_data.csv","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0,0,1,"D","",1,"y",1,NA
"158","urban_150 rex","Sample 4_UrbanPopgen_Plate17_7-10-23_data.csv","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0.159714333,0,0.840285667,"D","",1,"y",1,NA
"159","urban_151 rex","Sample 5_UrbanPopgen_Plate17_7-10-23_data.csv","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0.002585878,0,0.997414122,"D","B",1,"y",1,NA
"160","urban_156","Sample 6_UrbanPopgen_Plate17_7-10-23_data.csv","Cnat","Miami urban","Star Island","22-Oct","Fall","Wet",2.4,0,0.032998299,0,0.967001701,"D","B",1,"y",1,NA
"161","nmfs_013","Sample 7_UrbanPopgen_Plate17_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.7,0,0.99998476,1.52405e-05,0,"B","C",1,"y",1,NA
"162","nmfs_016","Sample 8_UrbanPopgen_Plate17_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.7,0,0.999978082,2.19178e-05,0,"B","C",1,"y",1,NA
"163","nmfs_021","Sample 9_UrbanPopgen_Plate17_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.7,0,1,0,0,"B","",1,"y",1,NA
"164","nmfs_022","Sample 10_UrbanPopgen_Plate17_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.4,0,0.999979252,2.07483e-05,0,"B","C",1,"y",1,NA
"165","nmfs_023","Sample 11_UrbanPopgen_Plate17_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","21-Jan","Winter","Dry",7.6,0,1,0,0,"B","",1,"y",1,NA
"166","nmfs_024","Sample 12_UrbanPopgen_Plate17_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","21-Jan","Winter","Dry",6.7,0,1,0,0,"B","",1,"y",1,NA
"167","OS1 rex","Sample 1_UrbanPopgen_Plate18_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Jun","Summer","Wet",8.2,0,0,0,1,"D","",1,"y",1,NA
"168","OS2 rex","Sample 2_UrbanPopgen_Plate18_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Jun","Summer","Wet",8.2,0,0.001250251,0,0.998749749,"D","B",1,"y",1,NA
"169","OS21","Sample 3_UrbanPopgen_Plate18_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Jul","Summer","Wet",6.1,0,1,0,0,"B","",1,"y",1,NA
"170","OS22 rex","Sample 4_UrbanPopgen_Plate18_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Jul","Summer","Wet",6.1,0,1,0,0,"B","",1,"y",1,NA
"171","OS23 rex","Sample 5_UrbanPopgen_Plate18_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Jul","Summer","Wet",6.1,0,1,0,0,"B","",1,"y",1,NA
"172","OS24","Sample 6_UrbanPopgen_Plate18_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Jul","Summer","Wet",6.1,0,1,0,0,"B","",1,"y",1,NA
"173","OS5 rex","Sample 7_UrbanPopgen_Plate18_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Jun","Summer","Wet",8.2,0,0,0,1,"D","",1,"y",1,NA
"174","OS6 rex","Sample 8_UrbanPopgen_Plate18_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Jun","Summer","Wet",6.7,0,0.00348667,0.000445738,0.996067592,"D","BC",1,"y",1,NA
"175","OS7 rex","Sample 9_UrbanPopgen_Plate18_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Jun","Summer","Wet",6.4,0,0.004610857,0,0.995389143,"D","B",1,"y",1,NA
"176","OS8 rex","Sample 10_UrbanPopgen_Plate18_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Jun","Summer","Wet",6.7,0,0.969918815,0,0.030081185,"B","D",1,"y",1,NA
"177","OS9 rex","Sample 11_UrbanPopgen_Plate18_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Jun","Summer","Wet",7,0,1,0,0,"B","",1,"y",1,NA
"178","urban_078","Sample 1_UrbanPopgen_Plate19_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Oct","Fall","Wet",7.9,0,0,0,1,"D","",1,"y",1,NA
"179","urban_079","Sample 2_UrbanPopgen_Plate19_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Oct","Fall","Wet",7.3,0,0.999725821,0,0.000274179,"B","D",1,"y",1,NA
"180","urban_086","Sample 3_UrbanPopgen_Plate19_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Oct","Fall","Wet",7.9,0,0,0.000162379,0.999837621,"D","C",1,"y",1,NA
"181","urban_090","Sample 4_UrbanPopgen_Plate19_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","22-Oct","Fall","Wet",7.6,0,0,0,1,"D","",1,"y",1,NA
"182","urban_171","Sample 5_UrbanPopgen_Plate19_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","23-Jan","Winter","Dry",7.5,0,0.027466567,0.006176397,0.966357035,"D","BC",1,"y",1,NA
"183","urban_173","Sample 6_UrbanPopgen_Plate19_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","23-Jan","Winter","Dry",7.5,0,0.999738737,0.000261263,0,"B","C",1,"y",1,NA
"184","urban_321","Sample 7_UrbanPopgen_Plate19_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","23-Jun","Summer","Wet",8.5,0,0.003263226,0.001026202,0.995710572,"D","BC",1,"y",1,NA
"185","urban_322 cc5","Sample 8_UrbanPopgen_Plate19_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","23-Jun","Summer","Wet",8.5,0,0.996287002,0.000547604,0.003165394,"B","CD",1,"y",1,NA
"186","urban_323 cc5","Sample 9_UrbanPopgen_Plate19_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","23-Jun","Summer","Wet",8.5,0,0.999966261,3.37394e-05,0,"B","C",1,"y",1,NA
"187","urban_324","Sample 10_UrbanPopgen_Plate19_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","23-Jun","Summer","Wet",7.9,0,0.007669588,0.006661623,0.985668789,"D","BC",1,"y",1,NA
"188","urban_325 cc5","Sample 11_UrbanPopgen_Plate19_7-10-23_data.csv","Pseu","Miami reef","Emerald Reef","23-Jun","Summer","Wet",6.4,0,0.999190016,0.000809984,0,"B","C",1,"y",1,NA
"189","nmfs_006","Sample 12_UrbanPopgen_Plate19_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","21-Jan","Winter","Dry",5.5,0,1,0,0,"B","",1,"y",1,NA
"190","nmfs_007","Sample 1_UrbanPopgen_Plate20_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","21-Jan","Winter","Dry",6.4,0,0.998507933,0,0.001492067,"B","D",1,"y",1,NA
"191","nmfs_008","Sample 2_UrbanPopgen_Plate20_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","21-Jan","Winter","Dry",7,0,1,0,0,"B","",1,"y",1,NA
"192","nmfs_009","Sample 3_UrbanPopgen_Plate20_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","21-Jan","Winter","Dry",7,0,1,0,0,"B","",1,"y",1,NA
"193","nmfs_010","Sample 4_UrbanPopgen_Plate20_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","21-Jan","Winter","Dry",7.6,0,0.999624081,0,0.000375919,"B","D",1,"y",1,NA
"194","OS11 cc5","Sample 5_UrbanPopgen_Plate20_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Jun","Summer","Wet",7.9,0,1,0,0,"B","",1,"y",1,NA
"195","OS12 rex2","Sample 6_UrbanPopgen_Plate20_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Jun","Summer","Wet",8.2,0,0.006110015,0,0.993889985,"D","B",1,"y",1,NA
"196","OS13 rex","Sample 7_UrbanPopgen_Plate20_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Jun","Summer","Wet",8.5,0,0.002720741,0,0.997279259,"D","B",1,"y",1,NA
"197","OS14 rex","Sample 8_UrbanPopgen_Plate20_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Jun","Summer","Wet",8.8,0,1,0,0,"B","",1,"y",1,NA
"198","OS15 rex","Sample 9_UrbanPopgen_Plate20_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Jun","Summer","Wet",8.2,0,0.002156079,0.000260263,0.997583658,"D","BC",1,"y",1,NA
"199","OS17 rex","Sample 11_UrbanPopgen_Plate20_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Jun","Summer","Wet",6.7,0,1,0,0,"B","",1,"y",1,NA
"200","OS18 rex","Sample 1_UrbanPopgen_Plate21_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Jun","Summer","Wet",6.7,0,1,0,0,"B","",1,"y",1,NA
"201","OS19 rex2","Sample 2_UrbanPopgen_Plate21_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Jun","Summer","Wet",6.7,0,1,0,0,"B","",1,"y",1,NA
"202","OS20 rex","Sample 3_UrbanPopgen_Plate21_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Jun","Summer","Wet",6.1,0,0.999985086,1.49136e-05,0,"B","C",1,"y",1,NA
"203","urban_092","Sample 4_UrbanPopgen_Plate21_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Oct","Fall","Wet",8.5,0,0,0,1,"D","",1,"y",1,NA
"204","urban_103","Sample 5_UrbanPopgen_Plate21_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Oct","Fall","Wet",8.5,0,1,0,0,"B","",1,"y",1,NA
"205","urban_107","Sample 6_UrbanPopgen_Plate21_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Oct","Fall","Wet",5.5,0,0.002858999,0,0.997141001,"D","B",1,"y",1,NA
"206","urban_108","Sample 7_UrbanPopgen_Plate21_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Oct","Fall","Wet",5.5,0,0,0,1,"D","",1,"y",1,NA
"207","urban_109","Sample 8_UrbanPopgen_Plate21_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Oct","Fall","Wet",6.7,0,0.999357799,0,0.000642201,"B","D",1,"y",1,NA
"208","urban_110","Sample 9_UrbanPopgen_Plate21_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Oct","Fall","Wet",6.1,0,0.998726527,0.000777181,0.000496292,"B","CD",1,"y",1,NA
"209","urban_111","Sample 10_UrbanPopgen_Plate21_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","22-Oct","Fall","Wet",6.1,0,1,0,0,"B","",1,"y",1,NA
"210","urban_311","Sample 11_UrbanPopgen_Plate21_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","23-Jun","Summer","Wet",4.6,0,0.999991712,8.28762e-06,0,"B","C",1,"y",1,NA
"211","urban_312","Sample 12_UrbanPopgen_Plate21_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","23-Jun","Summer","Wet",4.6,0,0.886491131,0,0.113508869,"B","",1,"y",1,NA
"212","urban_315","Sample 1_UrbanPopgen_Plate22_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","23-Jun","Summer","Wet",1.8,0,1,0,0,"B","",1,"y",1,NA
"213","urban_317","Sample 2_UrbanPopgen_Plate22_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","23-Jun","Summer","Wet",5.5,0,0.042473644,0.00042541,0.957100946,"D","BC",1,"y",1,NA
"214","urban_319","Sample 3_UrbanPopgen_Plate22_7-10-23_data.csv","Pseu","Miami reef","Rainbow Reef","23-Jun","Summer","Wet",4.9,0,1,0,0,"B","",1,"y",1,NA
"215","urban_211","Sample 4_UrbanPopgen_Plate22_7-10-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.3,0,0,0,1,"D","",1,"y",1,NA
"216","urban_212","Sample 5_UrbanPopgen_Plate22_7-10-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.9,0,0.024805783,0,0.975194217,"D","B",1,"y",1,NA
"217","urban_215","Sample 6_UrbanPopgen_Plate22_7-10-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.6,0,0,0,1,"D","",1,"y",1,NA
"218","urban_216","Sample 7_UrbanPopgen_Plate22_7-10-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.3,0,0,0,1,"D","",1,"y",1,NA
"219","urban_217","Sample 8_UrbanPopgen_Plate22_7-10-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.6,0,0,0,1,"D","",1,"y",1,NA
"220","urban_218","Sample 9_UrbanPopgen_Plate22_7-10-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.9,0,0,0,1,"D","",1,"y",1,NA
"221","urban_219","Sample 10_UrbanPopgen_Plate22_7-10-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.6,0,0.02870978,0,0.97129022,"D","B",1,"y",1,NA
"222","urban_220","Sample 11_UrbanPopgen_Plate22_7-10-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.9,0,0.010025397,0,0.989974603,"D","B",1,"y",1,NA
"223","urban_221","Sample 1_UrbanPopgen_Plate23_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.3,0,0.127300065,0,0.872699935,"D","",1,"y",1,NA
"224","urban_223","Sample 2_UrbanPopgen_Plate23_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.6,0,0.002383829,0,0.997616171,"D","B",1,"y",1,NA
"225","urban_225","Sample 3_UrbanPopgen_Plate23_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.6,0,0.001360901,0,0.998639099,"D","B",1,"y",1,NA
"226","urban_227","Sample 4_UrbanPopgen_Plate23_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.9,0,0,0,1,"D","",1,"y",1,NA
"227","urban_228","Sample 5_UrbanPopgen_Plate23_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.6,0,0,0,1,"D","",1,"y",1,NA
"228","urban_229","Sample 6_UrbanPopgen_Plate23_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.6,0,0,0,1,"D","",1,"y",1,NA
"229","urban_230","Sample 7_UrbanPopgen_Plate23_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.3,0,0,0,1,"D","",1,"y",1,NA
"230","urban_232","Sample 8_UrbanPopgen_Plate23_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",1.2,0,0,0,1,"D","",1,"y",1,NA
"231","urban_233","Sample 9_UrbanPopgen_Plate23_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",1.4,0,0.008995508,0,0.991004492,"D","B",1,"y",1,NA
"232","urban_234","Sample 10_UrbanPopgen_Plate23_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",1,0,0.038171478,0,0.961828522,"D","B",1,"y",1,NA
"233","urban_235","Sample 11_UrbanPopgen_Plate23_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.7,0,0,0,1,"D","",1,"y",1,NA
"234","urban_236","Sample 12_UrbanPopgen_Plate23_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.5,0,0,5.41838e-05,0.999945816,"D","C",1,"y",1,NA
"235","urban_237","Sample 1_UrbanPopgen_Plate24_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.8,0,0,0,1,"D","",1,"y",1,NA
"236","urban_238","Sample 2_UrbanPopgen_Plate24_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",1.1,0,0.00556337,0,0.99443663,"D","B",1,"y",1,NA
"237","urban_239","Sample 3_UrbanPopgen_Plate24_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",1.1,0,0.016738145,0,0.983261855,"D","B",1,"y",1,NA
"238","urban_241","Sample 4_UrbanPopgen_Plate24_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",1.1,0,0.011666885,0,0.988333115,"D","B",1,"y",1,NA
"239","urban_242","Sample 5_UrbanPopgen_Plate24_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.8,0,0.082584257,0,0.917415743,"D","B",1,"y",1,NA
"240","urban_244","Sample 6_UrbanPopgen_Plate24_7-11-23_data.csv","Pseu","Miami urban","Belle Isle","23-Apr","Spring","Dry",0.8,0,0,0,1,"D","",1,"y",1,NA
"241","nmfs_026","Sample 7_UrbanPopgen_Plate24_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","21-Jan","Winter","Dry",0.9,0,0,2.53034e-05,0.999974697,"D","C",1,"y",1,NA
"242","nmfs_027","Sample 8_UrbanPopgen_Plate24_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","21-Jan","Winter","Dry",0.9,0,0,0,1,"D","",1,"y",1,NA
"243","nmfs_028","Sample 9_UrbanPopgen_Plate24_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","21-Jan","Winter","Dry",1.2,0,0,0,1,"D","",1,"y",1,NA
"244","nmfs_029","Sample 10_UrbanPopgen_Plate24_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","21-Jan","Winter","Dry",0.9,0,0,0,1,"D","",1,"y",1,NA
"245","nmfs_030","Sample 11_UrbanPopgen_Plate24_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","21-Jan","Winter","Dry",0.9,0,0,0,1,"D","",1,"y",1,NA
"246","UR1 rex2","Sample 1_UrbanPopgen_Plate25_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.6,0,0,0,1,"D","",1,"y",1,NA
"247","UR10 rex","Sample 2_UrbanPopgen_Plate25_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.3,0,0,6.36844e-05,0.999936316,"D","C",1,"y",1,NA
"248","UR11 rex","Sample 3_UrbanPopgen_Plate25_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.3,0,0,0,1,"D","",1,"y",1,NA
"249","UR12 cc5","Sample 4_UrbanPopgen_Plate25_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.3,0,0,0,1,"D","",1,"y",1,NA
"250","UR13 cc5","Sample 5_UrbanPopgen_Plate25_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.3,0,0.00223988,0,0.99776012,"D","B",1,"y",1,NA
"251","UR14 rex2","Sample 6_UrbanPopgen_Plate25_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.3,0,0,0,1,"D","",1,"y",1,NA
"252","UR15 rex","Sample 7_UrbanPopgen_Plate25_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.3,0,0,0,1,"D","",1,"y",1,NA
"253","UR17 rex","Sample 9_UrbanPopgen_Plate25_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.6,0,0.999900039,2.62489e-05,7.3712e-05,"B","CD",1,"y",1,NA
"254","UR18 rex2","Sample 10_UrbanPopgen_Plate25_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.6,0,0,0,1,"D","",1,"y",1,NA
"255","UR19 rex","Sample 11_UrbanPopgen_Plate25_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.3,0,0.005860781,0,0.994139219,"D","B",1,"y",1,NA
"256","UR2 rex","Sample 12_UrbanPopgen_Plate25_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.3,0,0.998691453,0.000219178,0.001089369,"B","CD",1,"y",1,NA
"257","UR20","Sample 1_UrbanPopgen_Plate26_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.3,0,0.004803192,0,0.995196808,"D","B",1,"y",1,NA
"258","UR3 rex","Sample 2_UrbanPopgen_Plate26_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.3,0,0.999958426,0,4.15739e-05,"B","D",1,"y",1,NA
"259","UR4 rex","Sample 3_UrbanPopgen_Plate26_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.6,0,0,0,1,"D","",1,"y",1,NA
"260","UR5 cc5","Sample 4_UrbanPopgen_Plate26_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.3,0,0,0,1,"D","",1,"y",1,NA
"261","UR6 rex","Sample 5_UrbanPopgen_Plate26_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.3,0,0,0,1,"D","",1,"y",1,NA
"262","UR7 rex","Sample 6_UrbanPopgen_Plate26_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.3,0,0,0,1,"D","",1,"y",1,NA
"263","UR8 rex","Sample 7_UrbanPopgen_Plate26_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.6,0,0,0,1,"D","",1,"y",1,NA
"264","UR9 rex","Sample 8_UrbanPopgen_Plate26_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Jun","Summer","Wet",0.6,0,0.003154044,0,0.996845956,"D","B",1,"y",1,NA
"265","urban_116","Sample 9_UrbanPopgen_Plate26_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Oct","Fall","Wet",0.9,0,0,0,1,"D","",1,"y",1,NA
"266","urban_120","Sample 10_UrbanPopgen_Plate26_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Oct","Fall","Wet",0.9,0,0.999414251,0,0.000585749,"B","D",1,"y",1,NA
"267","urban_123","Sample 11_UrbanPopgen_Plate26_7-11-23_data.csv","Pseu","Miami urban","MacArthur North","22-Oct","Fall","Wet",0.9,0,0,0,1,"D","",1,"y",1,NA
