ID,Sample.Plate,Species,Region,Site,CollectionDate,Season,Rain,propA,propB,propC,propD,dom,background,totalSym
urban_066,Sample 12_UrbanPopgen_Plate44_1-18-24_data.csv,Cnat,Broward reef,BC1,22-Aug,Summer,Wet,9.11E-04,0.999064719,1.08E-05,1.40E-05,B,ACD,1
Peanut_017,Sample 1_UrbanPopgen_Plate45_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,0,,,0
Peanut_021,Sample 2_UrbanPopgen_Plate45_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,0,,,0
Peanut_025,Sample 3_UrbanPopgen_Plate45_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,1,0,0,B,,1
Peanut_026,Sample 4_UrbanPopgen_Plate45_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_027,Sample 5_UrbanPopgen_Plate45_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,0,,,0
Peanut_028,Sample 6_UrbanPopgen_Plate45_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_030,Sample 7_UrbanPopgen_Plate45_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_031,Sample 8_UrbanPopgen_Plate45_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_032,Sample 9_UrbanPopgen_Plate45_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_033,Sample 10_UrbanPopgen_Plate45_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_034,Sample 11_UrbanPopgen_Plate45_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_035,Sample 12_UrbanPopgen_Plate45_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_036,Sample 1_UrbanPopgen_Plate46_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_037,Sample 2_UrbanPopgen_Plate46_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_038,Sample 3_UrbanPopgen_Plate46_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,1,0,0,B,,1
Peanut_039,Sample 4_UrbanPopgen_Plate46_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,1,0,0,B,,1
Peanut_040,Sample 5_UrbanPopgen_Plate46_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_042,Sample 6_UrbanPopgen_Plate46_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_043,Sample 7_UrbanPopgen_Plate46_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_044,Sample 8_UrbanPopgen_Plate46_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_046,Sample 9_UrbanPopgen_Plate46_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_047,Sample 10_UrbanPopgen_Plate46_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_050,Sample 11_UrbanPopgen_Plate46_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_008,Sample 1_UrbanPopgen_Plate47_1-16-24_data.csv,Dlab,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_009,Sample 2_UrbanPopgen_Plate47_1-16-24_data.csv,Dlab,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,0,,,0
Peanut_041,Sample 3_UrbanPopgen_Plate47_1-16-24_data.csv,Dlab,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_052,Sample 4_UrbanPopgen_Plate47_1-16-24_data.csv,Dlab,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_060,Sample 5_UrbanPopgen_Plate47_1-16-24_data.csv,Dlab,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_076,Sample 6_UrbanPopgen_Plate47_1-16-24_data.csv,Dlab,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_080,Sample 7_UrbanPopgen_Plate47_1-16-24_data.csv,Dlab,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_023,Sample 8_UrbanPopgen_Plate47_1-16-24_data.csv,Cnat,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_045,Sample 9_UrbanPopgen_Plate47_1-16-24_data.csv,Cnat,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_048,Sample 10_UrbanPopgen_Plate47_1-16-24_data.csv,Cnat,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_073,Sample 11_UrbanPopgen_Plate47_1-16-24_data.csv,Cnat,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_081,Sample 12_UrbanPopgen_Plate47_1-16-24_data.csv,Cnat,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_051,Sample 1_UrbanPopgen_Plate48_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,0,,,0
Peanut_055,Sample 2_UrbanPopgen_Plate48_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_058,Sample 3_UrbanPopgen_Plate48_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_066,Sample 4_UrbanPopgen_Plate48_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,1,0,0,B,,1
Peanut_072,Sample 5_UrbanPopgen_Plate48_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_088,Sample 6_UrbanPopgen_Plate48_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,1,0,0,B,,1
Peanut_090,Sample 7_UrbanPopgen_Plate48_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,1,0,0,B,,1
Peanut_092,Sample 8_UrbanPopgen_Plate48_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,1,0,0,B,,1
Peanut_096,Sample 9_UrbanPopgen_Plate48_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_097,Sample 10_UrbanPopgen_Plate48_1-19-24_data.csv,Pseu,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,1,D,,1
Peanut_077,Sample 11_UrbanPopgen_Plate48_1-19-24_data.csv,Ofav,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0.008796589,0,0,0.991203411,D,A,1
Peanut_002,Sample 1_UrbanPopgen_Plate49_1-19-24_data.csv,Mcav,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,1,0,0,0,A,,1
Peanut_013,Sample 2_UrbanPopgen_Plate49_1-19-24_data.csv,Mcav,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,0,,,0
Peanut_014,Sample 3_UrbanPopgen_Plate49_1-19-24_data.csv,Mcav,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,1,0,0,0,A,,1
Peanut_016,Sample 4_UrbanPopgen_Plate49_1-19-24_data.csv,Mcav,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,0,,,0
Peanut_049,Sample 5_UrbanPopgen_Plate49_1-19-24_data.csv,Mcav,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,1,0,0,0,A,,1
Peanut_053,Sample 6_UrbanPopgen_Plate49_1-19-24_data.csv,Mcav,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,1,0,0,0,A,,1
Peanut_069,Sample 7_UrbanPopgen_Plate49_1-19-24_data.csv,Mcav,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,0,0,0,0,,,0
Peanut_086,Sample 8_UrbanPopgen_Plate49_1-19-24_data.csv,Mcav,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,1,0,0,0,A,,1
Peanut_091,Sample 9_UrbanPopgen_Plate49_1-19-24_data.csv,Mcav,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,1,0,0,0,A,,1
Peanut_093,Sample 10_UrbanPopgen_Plate49_1-19-24_data.csv,Mcav,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,1,0,0,0,A,,1
Peanut_098,Sample 11_UrbanPopgen_Plate49_1-19-24_data.csv,Mcav,Palm Beach urban,Peanut Island,23-Mar,Spring,Dry,1,0,0,0,A,,1
Baggs_039,Sample 1_UrbanPopgen_Plate50_1-19-24_data.csv,Ofav,Miami urban,Bill Baggs,21-Oct,Fall,Dry,0,0,0,0,,,0
Baggs_108,Sample 2_UrbanPopgen_Plate50_1-19-24_data.csv,Ofav,Miami urban,Bill Baggs,21-Oct,Fall,Dry,0,0,0,0,,,0
Baggs_206,Sample 3_UrbanPopgen_Plate50_1-19-24_data.csv,Ofav,Miami urban,Bill Baggs,20-Jun,Summer,Wet,0,0,0,0,,,0
Baggs_201,Sample 4_UrbanPopgen_Plate50_1-19-24_data.csv,Pseu,Miami urban,Bill Baggs,20-Jun,Summer,Wet,0,1,0,0,B,,1
Baggs_210,Sample 5_UrbanPopgen_Plate50_1-19-24_data.csv,Pseu,Miami urban,Bill Baggs,20-Jun,Summer,Wet,0,1,0,0,B,,1
Baggs_009,Sample 6_UrbanPopgen_Plate50_1-19-24_data.csv,Pseu,Miami urban,Bill Baggs,21-Sep,Fall,Wet,0,1,0,0,B,,1
Baggs_204,Sample 7_UrbanPopgen_Plate50_1-19-24_data.csv,Cnat,Miami urban,Bill Baggs,20-Jun,Summer,Wet,0,0,0,0,,,0
Baggs_205,Sample 8_UrbanPopgen_Plate50_1-19-24_data.csv,Cnat,Miami urban,Bill Baggs,20-Jun,Summer,Wet,0,0,0,0,,,0
Baggs_070,Sample 9_UrbanPopgen_Plate50_1-19-24_data.csv,Cnat,Miami urban,Bill Baggs,21-Jun,Summer,Wet,0,0,0,0,,,0
Baggs_072,Sample 10_UrbanPopgen_Plate50_1-19-24_data.csv,Cnat,Miami urban,Bill Baggs,21-Jun,Summer,Wet,0,1,0,0,B,,1
Baggs_073,Sample 11_UrbanPopgen_Plate50_1-19-24_data.csv,Cnat,Miami urban,Bill Baggs,21-Jun,Summer,Wet,0,0,0,0,,,0
Baggs_077,Sample 12_UrbanPopgen_Plate50_1-19-24_data.csv,Cnat,Miami urban,Bill Baggs,21-Jun,Summer,Wet,0,1,0,0,B,,1
Baggs_067,Sample 1_UrbanPopgen_Plate51_1-22-24_data.csv,Cnat,Miami urban,Bill Baggs,21-Jun,Summer,Wet,0,0,0,1,D,,1
Baggs_082,Sample 2_UrbanPopgen_Plate51_1-22-24_data.csv,Cnat,Miami urban,Bill Baggs,21-Jun,Summer,Wet,0,0.968827558,0,0.031172442,B,D,1
Baggs_085,Sample 3_UrbanPopgen_Plate51_1-22-24_data.csv,Cnat,Miami urban,Bill Baggs,21-Jun,Summer,Wet,0,0.988894233,0,0.011105767,B,D,1
Baggs_087,Sample 4_UrbanPopgen_Plate51_1-22-24_data.csv,Cnat,Miami urban,Bill Baggs,21-Jun,Summer,Wet,0,0.997854215,0,0.002145785,B,D,1
urban_387,Sample 5_UrbanPopgen_Plate51_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,24-Jan,Winter,Dry,2.69E-05,0,0,0.99997309,D,A,1
urban_386,Sample 6_UrbanPopgen_Plate51_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,24-Jan,Winter,Dry,0,0,0,1,D,,1
urban_385,Sample 7_UrbanPopgen_Plate51_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,24-Jan,Winter,Dry,0,0,0,1,D,,1
urban_383,Sample 8_UrbanPopgen_Plate51_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,24-Jan,Winter,Dry,0,4.54E-04,0,0.999546151,D,B,1
urban_382,Sample 9_UrbanPopgen_Plate51_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,24-Jan,Winter,Dry,5.03E-05,3.90E-04,0,0.999559596,D,AB,1
urban_381,Sample 10_UrbanPopgen_Plate51_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,24-Jan,Winter,Dry,5.60E-05,3.83E-04,0,0.999561521,D,AB,1
urban_379,Sample 11_UrbanPopgen_Plate51_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,24-Jan,Winter,Dry,0,0,0,1,D,,1
urban_380,Sample 1_UrbanPopgen_Plate52_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,24-Jan,Winter,Dry,0.00188935,0,0,0.99811065,D,A,1
urban_378,Sample 2_UrbanPopgen_Plate52_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,24-Jan,Winter,Dry,3.14E-04,0,0,0.999685751,D,A,1
urban_377,Sample 3_UrbanPopgen_Plate52_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,24-Jan,Winter,Dry,7.19E-05,0,0,0.999928089,D,A,1
urban_376,Sample 4_UrbanPopgen_Plate52_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,24-Jan,Winter,Dry,0,0,0,1,D,,1
urban_375,Sample 5_UrbanPopgen_Plate52_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,24-Jan,Winter,Dry,2.89E-04,0,0,0.999711422,D,A,1
urban_374,Sample 6_UrbanPopgen_Plate52_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,24-Jan,Winter,Dry,0,0,0,0,,,0
urban_328,Sample 7_UrbanPopgen_Plate52_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,23-Aug,Summer,Wet,0,0,0,0,,,0
urban_349,Sample 8_UrbanPopgen_Plate52_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,23-Aug,Summer,Wet,0,0,0,1,D,,1
urban_348,Sample 9_UrbanPopgen_Plate52_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,23-Aug,Summer,Wet,0,0,0,1,D,,1
urban_347,Sample 10_UrbanPopgen_Plate52_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,23-Aug,Summer,Wet,0,0,0,1,D,,1
urban_346,Sample 11_UrbanPopgen_Plate52_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,23-Aug,Summer,Wet,0,0,0,1,D,,1
urban_373,Sample 12_UrbanPopgen_Plate52_1-22-24_data.csv,Dlab,Miami urban,MacArthur North,24-Jan,Winter,Dry,1.08E-05,1.45E-04,0,0.999843988,D,AB,1
urban_388,Sample 1_UrbanPopgen_Plate53_1-23-24_data.csv,Pseu,North Miami reef,Pillars,24-Jan,Winter,Dry,3.44E-04,0.999511458,0,1.44E-04,B,AD,1
urban_393,Sample 2_UrbanPopgen_Plate53_1-23-24_data.csv,Pseu,North Miami reef,South Canyon,24-Jan,Winter,Dry,2.10E-04,0.999789602,0,0,B,A,1
urban_395,Sample 3_UrbanPopgen_Plate53_1-23-24_data.csv,Pseu,North Miami reef,South Canyon,24-Jan,Winter,Dry,0.01216908,0.98783092,0,0,B,A,1
urban_403,Sample 4_UrbanPopgen_Plate53_1-23-24_data.csv,Pseu,North Miami reef,Pillars,24-Jan,Winter,Dry,0,0,0,0,,,0
urban_404,Sample 5_UrbanPopgen_Plate53_1-23-24_data.csv,Pseu,North Miami reef,Pillars,24-Jan,Winter,Dry,0.001303337,0.998169094,0,5.28E-04,B,AD,1
urban_406,Sample 6_UrbanPopgen_Plate53_1-23-24_data.csv,Pseu,North Miami reef,Pillars,24-Jan,Winter,Dry,0.002444667,0.996477879,0,0.001077454,B,AD,1
urban_408,Sample 7_UrbanPopgen_Plate53_1-23-24_data.csv,Pseu,North Miami reef,South Canyon,24-Jan,Winter,Dry,0.017092068,0.982906138,1.79E-06,0,B,AC,1
urban_411,Sample 8_UrbanPopgen_Plate53_1-23-24_data.csv,Pseu,North Miami reef,South Canyon,24-Jan,Winter,Dry,1,0,0,0,A,,1
urban_412,Sample 9_UrbanPopgen_Plate53_1-23-24_data.csv,Pseu,North Miami reef,South Canyon,24-Jan,Winter,Dry,0.568551793,0.431448207,0,0,A,,1
urban_413,Sample 10_UrbanPopgen_Plate53_1-23-24_data.csv,Pseu,North Miami reef,South Canyon,24-Jan,Winter,Dry,0.23298269,0.76701731,0,0,B,,1
urban_414,Sample 11_UrbanPopgen_Plate53_1-23-24_data.csv,Pseu,North Miami reef,South Canyon,24-Jan,Winter,Dry,0.081120481,0.049086148,0,0.869793371,D,AB,1
urban_416,Sample 12_UrbanPopgen_Plate53_1-23-24_data.csv,Pseu,North Miami reef,Pillars,24-Jan,Winter,Dry,0.003912963,0.996087037,0,0,B,A,1
urban_417,Sample 1_UrbanPopgen_Plate54_1-23-24_data.csv,Pseu,North Miami reef,Pillars,24-Jan,Winter,Dry,3.18E-04,0.999369899,0,3.12E-04,B,AD,1
urban_389,Sample 2_UrbanPopgen_Plate54_1-23-24_data.csv,Mcav,North Miami reef,Pillars,24-Jan,Winter,Dry,0.393287349,0.004590258,0,0.602122394,D,B,1
urban_390,Sample 3_UrbanPopgen_Plate54_1-23-24_data.csv,Mcav,North Miami reef,Pillars,24-Jan,Winter,Dry,0.444271279,0.002871318,0,0.552857403,D,B,1
urban_396,Sample 4_UrbanPopgen_Plate54_1-23-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0.864888913,0,0.135111087,0,A,,1
urban_397,Sample 5_UrbanPopgen_Plate54_1-23-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0.842388797,0.002113918,0.132032185,0.0234651,A,BD,1
urban_407,Sample 6_UrbanPopgen_Plate54_1-23-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0.981116938,0.00170089,0.017182171,0,A,BC,1
urban_405,Sample 7_UrbanPopgen_Plate54_1-23-24_data.csv,Ofav,North Miami reef,Pillars,24-Jan,Winter,Dry,0.025795422,0.011271445,0,0.962933133,D,AB,1
urban_409,Sample 8_UrbanPopgen_Plate54_1-23-24_data.csv,Ofav,North Miami reef,South Canyon,24-Jan,Winter,Dry,0.005471671,0.0270582,0,0.967470129,D,AB,1
urban_415,Sample 9_UrbanPopgen_Plate54_1-23-24_data.csv,Ofav,North Miami reef,Pillars,24-Jan,Winter,Dry,0.691539372,0.308460628,0,0,A,,1
urban_392,Sample 10_UrbanPopgen_Plate54_1-23-24_data.csv,Cnat,North Miami reef,Pillars,24-Jan,Winter,Dry,0,0.999988805,0,1.12E-05,B,D,1
urban_394,Sample 11_UrbanPopgen_Plate54_1-23-24_data.csv,Cnat,North Miami reef,South Canyon,24-Jan,Winter,Dry,0.02357365,0.97642635,0,0,B,A,1
urban_438,Sample 1_UrbanPopgen_Plate55_1-24-24_data.csv,Pseu,Miami urban,Miami Beach Marina,24-Jan,Winter,Dry,0.054799001,0.945200999,0,0,B,A,1
urban_439,Sample 2_UrbanPopgen_Plate55_1-24-24_data.csv,Pseu,Miami urban,Miami Beach Marina,24-Jan,Winter,Dry,0.020909021,0,0,0.979090979,D,A,1
urban_440,Sample 3_UrbanPopgen_Plate55_1-24-24_data.csv,Pseu,Miami urban,Miami Beach Marina,24-Jan,Winter,Dry,0.18945949,0.810220044,3.20E-04,0,B,C,1
urban_441,Sample 4_UrbanPopgen_Plate55_1-24-24_data.csv,Pseu,Miami urban,Miami Beach Marina,24-Jan,Winter,Dry,0.003542047,0.996388212,6.97E-05,0,B,AC,1
urban_442,Sample 5_UrbanPopgen_Plate55_1-24-24_data.csv,Pseu,Miami urban,Miami Beach Marina,24-Jan,Winter,Dry,0,0,1,0,C,,1
urban_453,Sample 6_UrbanPopgen_Plate55_1-24-24_data.csv,Pseu,Miami urban,Miami Beach Marina,24-Jan,Winter,Dry,0,0,1,0,C,,1
urban_454,Sample 7_UrbanPopgen_Plate55_1-24-24_data.csv,Pseu,Miami urban,Miami Beach Marina,24-Jan,Winter,Dry,0.01950749,0.98049251,0,0,B,A,1
urban_455,Sample 8_UrbanPopgen_Plate55_1-24-24_data.csv,Dlab,Miami urban,Miami Beach Marina,24-Jan,Winter,Dry,0.982820543,0.017179457,0,0,A,B,1
urban_456,Sample 9_UrbanPopgen_Plate55_1-24-24_data.csv,Pseu,Miami urban,Miami Beach Marina,24-Jan,Winter,Dry,0.073847806,0.925993927,0,1.58E-04,B,AD,1
urban_457,Sample 10_UrbanPopgen_Plate55_1-24-24_data.csv,Pseu,Miami urban,Miami Beach Marina,24-Jan,Winter,Dry,0,0.999945654,3.16E-05,2.28E-05,B,CD,1
urban_458,Sample 11_UrbanPopgen_Plate55_1-24-24_data.csv,Pseu,Miami urban,Miami Beach Marina,24-Jan,Winter,Dry,0.108712944,0.761341952,0.111456507,0.018488597,B,D,1
urban_459,Sample 12_UrbanPopgen_Plate55_1-24-24_data.csv,Pseu,Miami urban,Miami Beach Marina,24-Jan,Winter,Dry,0.030420538,0.969371459,1.74E-04,3.38E-05,B,ACD,1
urban_428,Sample 1_UrbanPopgen_Plate56_1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0,0,0,1,D,,1
urban_429,Sample 2_UrbanPopgen_Plate56_1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0.631241284,0.004795401,0.363963315,0,A,B,1
urban_430,Sample 3_UrbanPopgen_Plate56_1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0.514610713,0.002799146,0.482590141,0,A,B,1
urban_432,Sample 4_UrbanPopgen_Plate56_1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0.315211061,0.010581665,0.673397964,8.09E-04,C,BD,1
urban_433,Sample 5_UrbanPopgen_Plate56_1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0.846197147,0,0.153802853,0,A,,1
urban_434,Sample 6_UrbanPopgen_Plate56_1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0.003306648,0.996599646,9.37E-05,0,B,AC,1
urban_436,Sample 7_UrbanPopgen_Plate56_1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0.441350752,0,0.558649248,0,C,,1
urban_443,Sample 8_UrbanPopgen_Plate56_1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0.331880352,0.057920846,0.610198802,0,C,B,1
urban_444,Sample 9_UrbanPopgen_Plate56_1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0.405819819,0,0.567094455,0.027085726,C,D,1
urban_445,Sample 10_UrbanPopgen_Plate56_1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0,0,1,0,C,,1
urban_446,Sample 11_UrbanPopgen_Plate56_1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0,0,0,0,,,0
urban_391,Sample 1_UrbanPopgen_Plate57_1-24-24_data.csv,Dlab,North Miami reef,Pillars,24-Jan,Winter,Dry,0.117866286,0.008301586,0,0.873832128,D,B,1
urban_417,Sample 2_UrbanPopgen_Plate57_1-24-24_data.csv,Pseu,North Miami reef,Pillars,24-Jan,Winter,Dry,3.79E-04,0.999613607,7.20E-06,0,B,AC,1
urban_418,Sample 3_UrbanPopgen_Plate57_1-24-24_data.csv,Dlab,North Miami reef,Pillars,24-Jan,Winter,Dry,0.018492538,0.002055337,0,0.979452125,D,AB,1
urban_419,Sample 4_UrbanPopgen_Plate57_1-24-24_data.csv,Pseu,North Miami reef,Pillars,24-Jan,Winter,Dry,0.006218479,0.993781521,0,0,B,A,1
urban_420,Sample 5_UrbanPopgen_Plate57_1-24-24_data.csv,Cnat,North Miami reef,Pillars,24-Jan,Winter,Dry,0.006261919,0.993738081,0,0,B,A,1
urban_421,Sample 6_UrbanPopgen_Plate57_1-24-24_data.csv,Pseu,North Miami reef,Pillars,24-Jan,Winter,Dry,2.60E-04,0.999739727,0,0,B,A,1
urban_422,Sample 7_UrbanPopgen_Plate57_1-24-24_data.csv,Pseu,North Miami reef,Pillars,24-Jan,Winter,Dry,0.267849684,0.732150316,0,0,B,,1
urban_423,Sample 8_UrbanPopgen_Plate57_1-24-24_data.csv,Cnat,North Miami reef,Pillars,24-Jan,Winter,Dry,0.003209698,0.996790302,0,0,B,A,1
urban_424,Sample 9_UrbanPopgen_Plate57_1-24-24_data.csv,Pseu,North Miami reef,Pillars,24-Jan,Winter,Dry,0.001161402,0.998817462,2.11E-05,0,B,AC,1
urban_425,Sample 10_UrbanPopgen_Plate57_1-24-24_data.csv,Pseu,North Miami reef,Pillars,24-Jan,Winter,Dry,0,0.999985913,1.41E-05,0,B,C,1
urban_426,Sample 11_UrbanPopgen_Plate57_1-24-24_data.csv,Pseu,North Miami reef,Pillars,24-Jan,Winter,Dry,7.26E-05,0.999927375,0,0,B,A,1
urban_427,Sample 12_UrbanPopgen_Plate57_1-24-24_data.csv,Pseu,North Miami reef,Pillars,24-Jan,Winter,Dry,0,0.048009513,7.21E-05,0.951918402,D,BC,1
urban_448,Sample 1_UrbanPopgen_Plate58-1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0,0,0,0,,,0
urban_449,Sample 2_UrbanPopgen_Plate58-1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0.013399981,0,0,0.986600019,D,A,1
urban_450,Sample 3_UrbanPopgen_Plate58-1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0.614584555,0,0.260223239,0.125192206,A,,1
urban_451,Sample 4_UrbanPopgen_Plate58-1-24-24_data.csv,Mcav,North Miami reef,Graceland,24-Jan,Winter,Dry,0,0,1,0,C,,1
urban_452,Sample 5_UrbanPopgen_Plate58-1-24-24_data.csv,Pseu,North Miami reef,Graceland,24-Jan,Winter,Dry,5.03E-04,0.999487271,1.02E-05,0,B,AC,1
urban_460,Sample 6_UrbanPopgen_Plate58-1-24-24_data.csv,Pseu,Miami urban,Miami Beach Marina,24-Jan,Winter,Dry,0.013510563,0.986489437,0,0,B,A,1
