ID,Sample.Plate,Species,Region,Site,CollectionDate,Season,Rain,Depth
C2,Sample 11_UrbanPopgen_Plate16_7-7-23_data.csv,Cnat,Miami urban,Star Island,Oct-22,Fall,Wet,2.4
urban_024,Sample 12_UrbanPopgen_Plate16_7-7-23_data.csv,Cnat,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_143,Sample 1_UrbanPopgen_Plate17_7-10-23_data.csv,Cnat,Miami urban,Star Island,Oct-22,Fall,Wet,2.4
urban_146 rex,Sample 2_UrbanPopgen_Plate17_7-10-23_data.csv,Cnat,Miami urban,Star Island,Oct-22,Fall,Wet,2.4
urban_149 rex,Sample 3_UrbanPopgen_Plate17_7-10-23_data.csv,Cnat,Miami urban,Star Island,Oct-22,Fall,Wet,2.4
urban_150 rex,Sample 4_UrbanPopgen_Plate17_7-10-23_data.csv,Cnat,Miami urban,Star Island,Oct-22,Fall,Wet,2.4
urban_151 rex,Sample 5_UrbanPopgen_Plate17_7-10-23_data.csv,Cnat,Miami urban,Star Island,Oct-22,Fall,Wet,2.4
urban_156,Sample 6_UrbanPopgen_Plate17_7-10-23_data.csv,Cnat,Miami urban,Star Island,Oct-22,Fall,Wet,2.4
nmfs_013,Sample 7_UrbanPopgen_Plate17_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jan-21,Winter,Dry,6.7
nmfs_016,Sample 8_UrbanPopgen_Plate17_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jan-21,Winter,Dry,6.7
nmfs_021,Sample 9_UrbanPopgen_Plate17_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jan-21,Winter,Dry,6.7
nmfs_022,Sample 10_UrbanPopgen_Plate17_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jan-21,Winter,Dry,6.4
nmfs_023,Sample 11_UrbanPopgen_Plate17_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jan-21,Winter,Dry,7.6
nmfs_024,Sample 12_UrbanPopgen_Plate17_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jan-21,Winter,Dry,6.7
OS1 rex,Sample 1_UrbanPopgen_Plate18_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jun-22,Summer,Wet,8.2
OS2 rex,Sample 2_UrbanPopgen_Plate18_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jun-22,Summer,Wet,8.2
OS21,Sample 3_UrbanPopgen_Plate18_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jul-22,Summer,Wet,6.1
OS22 rex,Sample 4_UrbanPopgen_Plate18_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jul-22,Summer,Wet,6.1
OS23 rex,Sample 5_UrbanPopgen_Plate18_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jul-22,Summer,Wet,6.1
OS24,Sample 6_UrbanPopgen_Plate18_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jul-22,Summer,Wet,6.1
OS5 rex,Sample 7_UrbanPopgen_Plate18_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jun-22,Summer,Wet,8.2
OS6 rex,Sample 8_UrbanPopgen_Plate18_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jun-22,Summer,Wet,6.7
OS7 rex,Sample 9_UrbanPopgen_Plate18_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jun-22,Summer,Wet,6.4
OS8 rex,Sample 10_UrbanPopgen_Plate18_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jun-22,Summer,Wet,6.7
OS9 rex,Sample 11_UrbanPopgen_Plate18_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jun-22,Summer,Wet,7
urban_078,Sample 1_UrbanPopgen_Plate19_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Oct-22,Fall,Wet,7.9
urban_079,Sample 2_UrbanPopgen_Plate19_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Oct-22,Fall,Wet,7.3
urban_086,Sample 3_UrbanPopgen_Plate19_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Oct-22,Fall,Wet,7.9
urban_090,Sample 4_UrbanPopgen_Plate19_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Oct-22,Fall,Wet,7.6
urban_171,Sample 5_UrbanPopgen_Plate19_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jan-23,Winter,Dry,7.5
urban_173,Sample 6_UrbanPopgen_Plate19_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jan-23,Winter,Dry,7.5
urban_321,Sample 7_UrbanPopgen_Plate19_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jun-23,Summer,Wet,8.5
urban_322 cc5,Sample 8_UrbanPopgen_Plate19_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jun-23,Summer,Wet,8.5
urban_323 cc5,Sample 9_UrbanPopgen_Plate19_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jun-23,Summer,Wet,8.5
urban_324,Sample 10_UrbanPopgen_Plate19_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jun-23,Summer,Wet,7.9
urban_325 cc5,Sample 11_UrbanPopgen_Plate19_7-10-23_data.csv,Pseu,Miami reef,Emerald Reef,Jun-23,Summer,Wet,6.4
nmfs_006,Sample 12_UrbanPopgen_Plate19_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jan-21,Winter,Dry,5.5
nmfs_007,Sample 1_UrbanPopgen_Plate20_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jan-21,Winter,Dry,6.4
nmfs_008,Sample 2_UrbanPopgen_Plate20_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jan-21,Winter,Dry,7
nmfs_009,Sample 3_UrbanPopgen_Plate20_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jan-21,Winter,Dry,7
nmfs_010,Sample 4_UrbanPopgen_Plate20_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jan-21,Winter,Dry,7.6
OS11 cc5,Sample 5_UrbanPopgen_Plate20_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-22,Summer,Wet,7.9
OS12 rex2,Sample 6_UrbanPopgen_Plate20_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-22,Summer,Wet,8.2
OS13 rex,Sample 7_UrbanPopgen_Plate20_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-22,Summer,Wet,8.5
OS14 rex,Sample 8_UrbanPopgen_Plate20_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-22,Summer,Wet,8.8
OS15 rex,Sample 9_UrbanPopgen_Plate20_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-22,Summer,Wet,8.2
OS16 rex,Sample 10_UrbanPopgen_Plate20_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-22,Summer,Wet,7
OS17 rex,Sample 11_UrbanPopgen_Plate20_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-22,Summer,Wet,6.7
OS18 rex,Sample 1_UrbanPopgen_Plate21_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-22,Summer,Wet,6.7
OS19 rex2,Sample 2_UrbanPopgen_Plate21_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-22,Summer,Wet,6.7
OS20 rex,Sample 3_UrbanPopgen_Plate21_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-22,Summer,Wet,6.1
urban_092,Sample 4_UrbanPopgen_Plate21_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Oct-22,Fall,Wet,8.5
urban_103,Sample 5_UrbanPopgen_Plate21_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Oct-22,Fall,Wet,8.5
urban_107,Sample 6_UrbanPopgen_Plate21_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Oct-22,Fall,Wet,5.5
urban_108,Sample 7_UrbanPopgen_Plate21_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Oct-22,Fall,Wet,5.5
urban_109,Sample 8_UrbanPopgen_Plate21_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Oct-22,Fall,Wet,6.7
urban_110,Sample 9_UrbanPopgen_Plate21_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Oct-22,Fall,Wet,6.1
urban_111,Sample 10_UrbanPopgen_Plate21_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Oct-22,Fall,Wet,6.1
urban_311,Sample 11_UrbanPopgen_Plate21_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,4.6
urban_312,Sample 12_UrbanPopgen_Plate21_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,4.6
urban_315,Sample 1_UrbanPopgen_Plate22_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,1.8
urban_317,Sample 2_UrbanPopgen_Plate22_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,5.5
urban_319,Sample 3_UrbanPopgen_Plate22_7-10-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,4.9
urban_211,Sample 4_UrbanPopgen_Plate22_7-10-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.3
urban_212,Sample 5_UrbanPopgen_Plate22_7-10-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.9
urban_215,Sample 6_UrbanPopgen_Plate22_7-10-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.6
urban_216,Sample 7_UrbanPopgen_Plate22_7-10-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.3
urban_217,Sample 8_UrbanPopgen_Plate22_7-10-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.6
urban_218,Sample 9_UrbanPopgen_Plate22_7-10-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.9
urban_219,Sample 10_UrbanPopgen_Plate22_7-10-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.6
urban_220,Sample 11_UrbanPopgen_Plate22_7-10-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.9
urban_221,Sample 1_UrbanPopgen_Plate23_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.3
urban_223,Sample 2_UrbanPopgen_Plate23_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.6
urban_225,Sample 3_UrbanPopgen_Plate23_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.6
urban_227,Sample 4_UrbanPopgen_Plate23_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.9
urban_228,Sample 5_UrbanPopgen_Plate23_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.6
urban_229,Sample 6_UrbanPopgen_Plate23_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.6
urban_230,Sample 7_UrbanPopgen_Plate23_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.3
urban_232,Sample 8_UrbanPopgen_Plate23_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,1.2
urban_233,Sample 9_UrbanPopgen_Plate23_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,1.4
urban_234,Sample 10_UrbanPopgen_Plate23_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,1
urban_235,Sample 11_UrbanPopgen_Plate23_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.7
urban_236,Sample 12_UrbanPopgen_Plate23_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.5
urban_237,Sample 1_UrbanPopgen_Plate24_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.8
urban_238,Sample 2_UrbanPopgen_Plate24_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,1.1
urban_239,Sample 3_UrbanPopgen_Plate24_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,1.1
urban_241,Sample 4_UrbanPopgen_Plate24_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,1.1
urban_242,Sample 5_UrbanPopgen_Plate24_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.8
urban_244,Sample 6_UrbanPopgen_Plate24_7-11-23_data.csv,Pseu,Miami urban,Belle Isle,Apr-23,Spring,Dry,0.8
nmfs_026,Sample 7_UrbanPopgen_Plate24_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jan-21,Winter,Dry,0.9
nmfs_027,Sample 8_UrbanPopgen_Plate24_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jan-21,Winter,Dry,0.9
nmfs_028,Sample 9_UrbanPopgen_Plate24_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jan-21,Winter,Dry,1.2
nmfs_029,Sample 10_UrbanPopgen_Plate24_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jan-21,Winter,Dry,0.9
nmfs_030,Sample 11_UrbanPopgen_Plate24_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jan-21,Winter,Dry,0.9
UR1 rex2,Sample 1_UrbanPopgen_Plate25_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.6
UR10 rex,Sample 2_UrbanPopgen_Plate25_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.3
UR11 rex,Sample 3_UrbanPopgen_Plate25_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.3
UR12 cc5,Sample 4_UrbanPopgen_Plate25_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.3
UR13 cc5,Sample 5_UrbanPopgen_Plate25_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.3
UR14 rex2,Sample 6_UrbanPopgen_Plate25_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.3
UR15 rex,Sample 7_UrbanPopgen_Plate25_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.3
UR16 rex2,Sample 8_UrbanPopgen_Plate25_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.3
UR17 rex,Sample 9_UrbanPopgen_Plate25_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.6
UR18 rex2,Sample 10_UrbanPopgen_Plate25_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.6
UR19 rex,Sample 11_UrbanPopgen_Plate25_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.3
UR2 rex,Sample 12_UrbanPopgen_Plate25_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.3
UR20,Sample 1_UrbanPopgen_Plate26_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.3
UR3 rex,Sample 2_UrbanPopgen_Plate26_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.3
UR4 rex,Sample 3_UrbanPopgen_Plate26_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.6
UR5 cc5,Sample 4_UrbanPopgen_Plate26_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.3
UR6 rex,Sample 5_UrbanPopgen_Plate26_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.3
UR7 rex,Sample 6_UrbanPopgen_Plate26_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.3
UR8 rex,Sample 7_UrbanPopgen_Plate26_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.6
UR9 rex,Sample 8_UrbanPopgen_Plate26_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Jun-22,Summer,Wet,0.6
urban_116,Sample 9_UrbanPopgen_Plate26_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Oct-22,Fall,Wet,0.9
urban_120,Sample 10_UrbanPopgen_Plate26_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Oct-22,Fall,Wet,0.9
urban_123,Sample 11_UrbanPopgen_Plate26_7-11-23_data.csv,Pseu,Miami urban,MacArthur North,Oct-22,Fall,Wet,0.9
urban_124,Sample 1_UrbanPopgen_Plate27_7-13-23_data.csv,Pseu,Miami urban,MacArthur North,Oct-22,Fall,Wet,0.9
urban_125,Sample 2_UrbanPopgen_Plate27_7-13-23_data.csv,Pseu,Miami urban,MacArthur North,Oct-22,Fall,Wet,0.9
urban_126,Sample 3_UrbanPopgen_Plate27_7-13-23_data.csv,Pseu,Miami urban,MacArthur North,Oct-22,Fall,Wet,0.9
urban_127,Sample 4_UrbanPopgen_Plate27_7-13-23_data.csv,Pseu,Miami urban,MacArthur North,Oct-22,Fall,Wet,0.9
urban_129,Sample 5_UrbanPopgen_Plate27_7-13-23_data.csv,Pseu,Miami urban,MacArthur North,Oct-22,Fall,Wet,0.9
urban_181,Sample 6_UrbanPopgen_Plate27_7-13-23_data.csv,Pseu,Miami urban,MacArthur North,Jan-23,Winter,Dry,1.2
urban_183,Sample 7_UrbanPopgen_Plate27_7-13-23_data.csv,Pseu,Miami urban,MacArthur North,Jan-23,Winter,Dry,1.2
urban_185,Sample 8_UrbanPopgen_Plate27_7-13-23_data.csv,Pseu,Miami urban,MacArthur North,Jan-23,Winter,Dry,1.1
urban_186,Sample 9_UrbanPopgen_Plate27_7-13-23_data.csv,Pseu,Miami urban,MacArthur North,Jan-23,Winter,Dry,1.1
urban_187,Sample 10_UrbanPopgen_Plate27_7-13-23_data.csv,Pseu,Miami urban,MacArthur North,Jan-23,Winter,Dry,1.1
urban_188,Sample 11_UrbanPopgen_Plate27_7-13-23_data.csv,Pseu,Miami urban,MacArthur North,Jan-23,Winter,Dry,1.1
UR21,Sample 12_UrbanPopgen_Plate27_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jun-22,Summer,Wet,1.5
UR22 rex2,Sample 1_UrbanPopgen_Plate28_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jun-22,Summer,Wet,1.2
UR23 rex2,Sample 2_UrbanPopgen_Plate28_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jun-22,Summer,Wet,0.9
UR24,Sample 3_UrbanPopgen_Plate28_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jun-22,Summer,Wet,0.6
UR25 rex,Sample 4_UrbanPopgen_Plate28_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jun-22,Summer,Wet,0.3
UR26 rex2,Sample 5_UrbanPopgen_Plate28_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jun-22,Summer,Wet,1.2
UR27 rex,Sample 6_UrbanPopgen_Plate28_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jun-22,Summer,Wet,1.2
UR28 rex,Sample 7_UrbanPopgen_Plate28_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jun-22,Summer,Wet,1.5
UR29,Sample 8_UrbanPopgen_Plate28_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jun-22,Summer,Wet,0.9
UR30,Sample 9_UrbanPopgen_Plate28_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jun-22,Summer,Wet,1.2
urban_003,Sample 10_UrbanPopgen_Plate28_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_004,Sample 11_UrbanPopgen_Plate28_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_007,Sample 1_UrbanPopgen_Plate29_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_008,Sample 2_UrbanPopgen_Plate29_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_011,Sample 3_UrbanPopgen_Plate29_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_014,Sample 4_UrbanPopgen_Plate29_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_018,Sample 5_UrbanPopgen_Plate29_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_022,Sample 6_UrbanPopgen_Plate29_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_023,Sample 7_UrbanPopgen_Plate29_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_026,Sample 8_UrbanPopgen_Plate29_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_027,Sample 9_UrbanPopgen_Plate29_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_029,Sample 10_UrbanPopgen_Plate29_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_032,Sample 11_UrbanPopgen_Plate29_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_033,Sample 12_UrbanPopgen_Plate29_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_034,Sample 1_UrbanPopgen_Plate30_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_035,Sample 2_UrbanPopgen_Plate30_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_036,Sample 3_UrbanPopgen_Plate30_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_037,Sample 4_UrbanPopgen_Plate30_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_038,Sample 5_UrbanPopgen_Plate30_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_039,Sample 6_UrbanPopgen_Plate30_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_040,Sample 7_UrbanPopgen_Plate30_7-13-23_data.csv,Pseu,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
P1,Sample 8_UrbanPopgen_Plate30_7-13-23_data.csv,Pseu,Miami urban,Star Island,Oct-22,Fall,Wet,2.4
urban_139,Sample 9_UrbanPopgen_Plate30_7-13-23_data.csv,Pseu,Miami urban,Star Island,Oct-22,Fall,Wet,2.4
urban_148 rex,Sample 10_UrbanPopgen_Plate30_7-13-23_data.csv,Pseu,Miami urban,Star Island,Oct-22,Fall,Wet,2.4
urban_152,Sample 11_UrbanPopgen_Plate30_7-13-23_data.csv,Pseu,Miami urban,Star Island,Oct-22,Fall,Wet,2.4
urban_155,Sample 1_UrbanPopgen_Plate31_7-13-23_data.csv,Pseu,Miami urban,Star Island,Oct-22,Fall,Wet,2.4
urban_161 rex,Sample 2_UrbanPopgen_Plate31_7-13-23_data.csv,Pseu,Miami urban,Star Island,Oct-22,Fall,Wet,2.4
urban_193,Sample 3_UrbanPopgen_Plate31_7-13-23_data.csv,Mcav,Miami urban,MacArthur North,Jan-23,Winter,Dry,1.1
urban_209,Sample 4_UrbanPopgen_Plate31_7-13-23_data.csv,Mcav,Miami urban,MacArthur North,Jan-23,Winter,Dry,1.1
urban_210,Sample 5_UrbanPopgen_Plate31_7-13-23_data.csv,Mcav,Miami urban,MacArthur North,Jan-23,Winter,Dry,1.1
urban_012,Sample 6_UrbanPopgen_Plate31_7-13-23_data.csv,Mcav,Miami urban,Star Island,Jul-22,Summer,Wet,2.4
urban_072,Sample 7_UrbanPopgen_Plate31_7-13-23_data.csv,Mcav,Miami urban,Star Island,Sep-22,Fall,Wet,5
urban_073,Sample 8_UrbanPopgen_Plate31_7-13-23_data.csv,Mcav,Miami urban,Star Island,Sep-22,Fall,Wet,5
urban_075,Sample 9_UrbanPopgen_Plate31_7-13-23_data.csv,Mcav,Miami urban,Star Island,Sep-22,Fall,Wet,5
M2,Sample 10_UrbanPopgen_Plate31_7-13-23_data.csv,Mcav,Miami urban,Star Island,Oct-22,Fall,Wet,2.4
urban_097,Sample 11_UrbanPopgen_Plate31_7-13-23_data.csv,Ofav,Miami reef,Rainbow Reef,Oct-22,Fall,Wet,7.6
OS16 rex,Sample 12_UrbanPopgen_Plate31_7-13-23_data.csv,Pseu,Miami reef,Rainbow Reef,Jun-22,Summer,Wet,7
urban_087,Sample 1_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Oct-22,Fall,Wet,7
urban_088,Sample 2_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Oct-22,Fall,Wet,7.3
urban_089,Sample 3_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Oct-22,Fall,Wet,7.3
urban_158b,Sample 4_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Jan-23,Winter,Dry,7.3
urban_159b,Sample 5_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Jan-23,Winter,Dry,7.3
urban_161b,Sample 6_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Jan-23,Winter,Dry,7.3
urban_163b,Sample 7_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Jan-23,Winter,Dry,7.3
urban_166,Sample 8_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Emerald Reef,Jan-23,Winter,Dry,7.5
nmfs_001 cc5,Sample 9_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Rainbow Reef,Jan-21,Winter,Dry,7
nmfs_002,Sample 10_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Rainbow Reef,Jan-21,Winter,Dry,6.7
nmfs_003,Sample 11_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Rainbow Reef,Jan-21,Winter,Dry,6.4
nmfs_004,Sample 12_UrbanPopgen_Plate32_7-13-23_data.csv,Ofav,Miami reef,Rainbow Reef,Jan-21,Winter,Dry,7
OS3 rex2,Sample 1_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Emerald Reef,Jun-22,Summer,Wet,9.1
OS4 rex2,Sample 2_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Emerald Reef,Jun-22,Summer,Wet,9.1
urban_326,Sample 3_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Emerald Reef,Jun-23,Summer,Wet,8.2
urban_307,Sample 4_UrbanPopgen_Plate33_7-17-23_data.csv,Dlab,Miami reef,Rainbow Reef,Jun-23,Summer,Wet,6.1
